1,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
3,NONE,NONE
-4,OTHER,OTHER
-1,OTHER,OTHER
-3,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
3,NONE,NONE
0,OTHER,OTHER
-3,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
1,NONE,NONE
2,NONE,NONE
6,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-2,NONE,NONE
3,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
5,NONE,NONE
0,OTHER,OTHER
1,OTHER,OTHER
4,OTHER,OTHER
-2,OTHER,OTHER
1,OTHER,OTHER
4,OTHER,OTHER
0,OTHER,OTHER
-1,NONE,NONE
0,OTHER,OTHER
-1,NONE,NONE
2,OTHER,OTHER
1,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
2,NONE,NONE
1,OTHER,OTHER
4,OTHER,OTHER
5,OTHER,OTHER
3,NONE,NONE
-2,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
3,OTHER,OTHER
5,NONE,NONE
-3,OTHER,OTHER
0,NONE,NONE
0,OTHER,OTHER
2,OTHER,OTHER
1,NONE,NONE
1,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
9,NONE,NONE
0,NONE,NONE
1,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
0,NONE,NONE
-1,OTHER,OTHER
2,NONE,NONE
4,NONE,NONE
1,OTHER,OTHER
1,NONE,NONE
0,NONE,NONE
-2,OTHER,OTHER
2,OTHER,OTHER
3,OTHER,OTHER
0,NONE,NONE
-2,OTHER,OTHER
2,NONE,NONE
-1,NONE,NONE
2,OTHER,OTHER
1,NONE,NONE
6,OTHER,OTHER
-1,OTHER,OTHER
-1,OTHER,OTHER
2,NONE,NONE
2,NONE,NONE
7,NONE,NONE
2,NONE,NONE
4,NONE,NONE
3,OTHER,OTHER
8,NONE,NONE
1,NONE,NONE
2,OTHER,OTHER
0,NONE,NONE
0,OTHER,OTHER
5,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
-3,OTHER,OTHER
-1,NONE,NONE
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,NONE,NONE
3,OTHER,OTHER
3,OTHER,OTHER
4,OTHER,OTHER
0,OTHER,OTHER
-1,NONE,NONE
0,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
-3,OTHER,OTHER
5,OTHER,OTHER
1,NONE,NONE
4,OTHER,OTHER
0,OTHER,OTHER
0,NONE,NONE
1,NONE,NONE
4,NONE,NONE
1,OTHER,OTHER
0,OTHER,OTHER
0,NONE,NONE
-1,NONE,NONE
8,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
-5,OTHER,OTHER
3,OTHER,OTHER
1,OTHER,OTHER
2,NONE,NONE
-7,OTHER,OTHER
2,NONE,NONE
1,OTHER,OTHER
2,NONE,NONE
-2,NONE,NONE
0,NONE,NONE
0,NONE,NONE
2,OTHER,OTHER
0,NONE,NONE
-3,NONE,NONE
2,OTHER,OTHER
-1,NONE,NONE
4,NONE,NONE
-2,OTHER,OTHER
-1,NONE,NONE
2,NONE,NONE
-2,NONE,NONE
4,OTHER,OTHER
2,OTHER,OTHER
3,NONE,NONE
-2,NONE,NONE
4,NONE,NONE
0,OTHER,OTHER
-2,NONE,NONE
1,NONE,NONE
0,NONE,NONE
3,NONE,NONE
2,NONE,NONE
1,OTHER,OTHER
-1,OTHER,OTHER
-5,OTHER,OTHER
4,NONE,NONE
4,OTHER,OTHER
1,OTHER,OTHER
1,NONE,NONE
1,NONE,NONE
4,NONE,NONE
4,NONE,NONE
2,NONE,NONE
3,NONE,NONE
-2,NONE,NONE
-3,NONE,NONE
-1,NONE,NONE
0,OTHER,OTHER
0,OTHER,OTHER
-3,NONE,NONE
-2,NONE,NONE
2,OTHER,OTHER
-1,NONE,NONE
1,OTHER,OTHER
5,NONE,NONE
9,OTHER,OTHER
5,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
-2,OTHER,OTHER
-2,OTHER,OTHER
1,NONE,NONE
3,NONE,NONE
0,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
2,OTHER,OTHER
0,NONE,NONE
2,OTHER,OTHER
0,OTHER,OTHER
0,NONE,NONE
2,NONE,NONE
1,NONE,NONE
-1,NONE,NONE
-1,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
-2,OTHER,OTHER
-2,OTHER,OTHER
2,NONE,NONE
2,OTHER,OTHER
2,NONE,NONE
0,OTHER,OTHER
0,OTHER,OTHER
-1,NONE,NONE
2,NONE,NONE
0,OTHER,OTHER
1,NONE,NONE
-2,OTHER,OTHER
1,OTHER,OTHER
1,NONE,NONE
3,OTHER,OTHER
1,OTHER,OTHER
0,NONE,NONE
-3,OTHER,OTHER
-2,NONE,NONE
2,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
0,NONE,NONE
2,OTHER,OTHER
0,NONE,NONE
-2,OTHER,OTHER
-1,NONE,NONE
2,NONE,NONE
0,NONE,NONE
3,NONE,NONE
4,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
4,NONE,NONE
1,OTHER,OTHER
2,OTHER,OTHER
3,OTHER,OTHER
2,NONE,NONE
0,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
6,NONE,NONE
-2,OTHER,OTHER
0,NONE,NONE
1,NONE,NONE
2,NONE,NONE
0,NONE,NONE
-1,OTHER,OTHER
-2,OTHER,OTHER
3,OTHER,OTHER
0,NONE,NONE
1,NONE,NONE
3,OTHER,OTHER
-2,NONE,NONE
-1,OTHER,OTHER
0,NONE,NONE
-3,NONE,NONE
3,OTHER,OTHER
2,OTHER,OTHER
-2,OTHER,OTHER
4,OTHER,OTHER
2,OTHER,OTHER
-1,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
4,OTHER,OTHER
1,NONE,NONE
3,OTHER,OTHER
4,OTHER,OTHER
3,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
6,OTHER,OTHER
1,OTHER,OTHER
5,OTHER,OTHER
-1,OTHER,OTHER
-2,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
3,OTHER,OTHER
2,OTHER,OTHER
4,OTHER,OTHER
-1,OTHER,OTHER
4,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-4,OTHER,OTHER
-3,OTHER,OTHER
4,OTHER,OTHER
-2,OTHER,OTHER
4,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
1,OTHER,OTHER
4,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
3,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
6,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-1,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
1,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
1,OTHER,OTHER
5,OTHER,OTHER
-4,OTHER,OTHER
-2,OTHER,OTHER
-1,OTHER,OTHER
1,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
4,OTHER,OTHER
4,OTHER,OTHER
-1,OTHER,OTHER
-1,OTHER,OTHER
-1,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
6,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
4,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
3,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
-3,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
-4,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
-1,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
4,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
-2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
-2,OTHER,OTHER
-3,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-5,OTHER,OTHER
-6,OTHER,OTHER
4,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
-1,NONE,NONE
4,NONE,NONE
5,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
3,NONE,NONE
2,OTHER,OTHER
0,OTHER,OTHER
2,NONE,NONE
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
-2,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
2,NONE,NONE
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
4,NONE,NONE
0,OTHER,OTHER
0,NONE,NONE
0,NONE,NONE
-1,NONE,NONE
0,OTHER,OTHER
-1,NONE,NONE
1,OTHER,OTHER
1,OTHER,OTHER
3,NONE,NONE
0,NONE,NONE
4,NONE,NONE
0,NONE,NONE
2,OTHER,OTHER
2,OTHER,OTHER
5,NONE,NONE
1,OTHER,OTHER
0,NONE,NONE
-2,OTHER,OTHER
0,OTHER,OTHER
4,NONE,NONE
-2,OTHER,OTHER
6,OTHER,OTHER
-1,NONE,NONE
0,OTHER,OTHER
-2,OTHER,OTHER
1,OTHER,OTHER
1,OTHER,OTHER
-4,OTHER,OTHER
-1,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
-1,OTHER,OTHER
3,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
-2,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
0,OTHER,OTHER
2,OTHER,OTHER
4,OTHER,OTHER
8,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
-1,OTHER,OTHER
0,OTHER,OTHER
-9,OTHER,OTHER
2,OTHER,OTHER
1,OTHER,OTHER
0,OTHER,OTHER
-3,OTHER,OTHER
2,OTHER,OTHER
2,OTHER,OTHER
0,OTHER,OTHER
-1,OTHER,OTHER
-4,OTHER,OTHER
3,OTHER,OTHER
0,OTHER,OTHER
4,OTHER,OTHER
1,OTHER,OTHER
-2,OTHER,OTHER
