futuretxleader,0.006,0.000,1.0
thank,0.011,0.009,0.5515527950310559
came,0.003,0.000,1.0
night,0.006,0.018,0.7648305084745763
fellowsia,0.003,0.000,1.0
happens,0.003,0.000,1.0
republicans,0.014,0.000,1.0
lead,0.008,0.000,0.0
liar,0.011,0.000,0.0
where,0.011,0.009,0.5515527950310559
/,0.008,0.000,1.0
you're,0.008,0.000,1.0
jebbush,0.006,0.009,0.38078902229845624
deleted,0.006,0.000,1.0
which,0.003,0.000,1.0
week,0.003,0.000,1.0
come,0.003,0.036,0.9286173633440514
county,0.003,0.009,0.23516949152542374
story,0.006,0.000,1.0
excited,0.003,0.009,0.23516949152542374
fellowssc,0.000,0.018,0.0
hug,0.006,0.000,0.0
bad,0.011,0.000,0.0
everyone,0.003,0.000,1.0
truth,0.011,0.000,0.0
else,0.006,0.000,1.0
guy,0.006,0.009,0.38078902229845624
in,0.006,0.009,0.38078902229845624
life,0.006,0.009,0.38078902229845624
these,0.006,0.000,1.0
scotus,0.003,0.009,0.23516949152542374
wins,0.006,0.009,0.38078902229845624
unitedblue,0.003,0.000,1.0
lovewins,0.006,0.036,0.1332533013205282
true,0.008,0.000,0.0
must,0.014,0.009,0.39410480349344984
another,0.008,0.018,0.6843601895734597
enough,0.014,0.009,0.39410480349344984
pamnsc,0.003,0.000,1.0
rts,0.006,0.000,1.0
broke,0.008,0.000,0.0
laws,0.006,0.000,1.0
overheard,0.003,0.000,1.0
knew,0.006,0.000,1.0
tv,0.006,0.000,1.0
ain,0.003,0.000,1.0
lose,0.006,0.009,0.6192109777015437
having,0.003,0.009,0.23516949152542374
volunteer,0.000,0.027,1.0
might,0.006,0.009,0.6192109777015437
favs,0.003,0.000,1.0
fire,0.008,0.000,0.0
feelthebern,0.003,0.009,0.23516949152542374
based,0.003,0.000,1.0
tonight,0.000,0.018,0.0
meet,0.003,0.018,0.8667466986794717
flip,0.014,0.000,0.0
issue,0.008,0.000,0.0
8,0.003,0.000,1.0
parent,0.006,0.000,1.0
is,0.006,0.000,1.0
watching?,0.006,0.000,1.0
choice,0.003,0.018,0.8667466986794717
ecstasy,0.006,0.000,0.0
transparency,0.008,0.000,0.0
chance,0.011,0.000,0.0
own,0.006,0.000,1.0
less,0.011,0.000,0.0
kind,0.008,0.009,0.5201729106628241
million,0.008,0.000,0.0
control,0.008,0.000,0.0
zero,0.006,0.000,0.0
